id,first_name,last_name,number,team_id,position,class,from,country,height_in,games,poss,pts,ast,reb,oreb,stl,blk,to,fouls,fgm,fga,threem,threea,ftm,fta,sj_poss,sj_fgm,sj_pts,sj_ppp,sj_pct,mj_poss,mj_fgm,mj_pts,mj_ppp,mj_pct,three_poss,three_fgm,three_pts,three_ppp,three_pct,cs_poss,cs_fgm,cs_pts,cs_ppp,cs_pct,cs_efg,cs_three_fgm,cs_three_fga,cs_three_pct,cs_three_per_fga,rim_poss,rim_fgm,rim_pts,rim_ppp,rim_pct,rim_ft_pct,hook_poss,hooks_fgm,hook_pts,hooks_ppp,hooks_fg_pct,hooks_ft_pct,run_poss,run_fgm,run_pts,run_ppp,run_fg_pct,run_ft_pct,dunk_poss,dunk_fgm,dunk_pts,dunk_ppp,dunk_fg_pct,dunk_ft_pct,iso_poss,iso_pts,iso_ppp,iso_fgm,iso_fga,iso_fg_pct,iso_efg,iso_to,iso_ft,iso_score,prb_poss,prb_pts,prb_ppp,prb_fgm,prb_fga,prb_fg,prb_efg,prb_to,prb_ft,prb_score,post_poss,post_pts,post_ppp,post_fgm,post_fga,post_fg,post_to,post_ft,post_score,roll_poss,roll_pts,roll_ppp,roll_fgm,roll_fga,roll_fg,roll_efg,roll_to,roll_ft,roll_score,ho_poss,ho_pts,ho_ppp,ho_fgm,ho_fga,ho_fg,ho_efg,ho_to,ho_ft,ho_score,su_poss,su_pts,su_ppp,su_fgm,su_fga,su_fg,su_efg,su_score,os_poss,os_pts,os_ppp,os_fgm,os_fga,os_fg,os_efg,os_to,os_ft,os_score,trans_poss,trans_pts,trans_ppp,trans_fgm,trans_fga,trans_fg,trans_efg,trans_to,trans_ft,trans_score,cut_poss,cut_pts,cut_ppp,cut_fgm,cut_fga,cut_fg,cut_efg,cut_to,cut_ft,cut_score,pb_poss,pb_pts,pb_ppp,pb_fgm,pb_fga,pb_fg,pb_to,pb_ft,pb_score,pd_poss,pd_pts,pd_ppp,pd_fgm,pd_fga,pd_fg_pct,pd_efg_pct,pd_score_pct,pd_threefgm,pd_threefga,pd_threepct,pd_three_per_fg,intd_poss,intd_pts,intd_ppp,intd_fgm,intd_fga,intd_fg,intd_score_pct,school,team_name,coach_name,wins,losses,nescac_wins,nescac_losses,games,poss,fgm,fga,three_fgm,three_fga,ftm,fta,fg_pct,three_fg_pct,ft_pct,efg,to_pct,three_per_fga,school,team_name,coach_name,wins,losses,nescac_wins,nescac_losses,games,team_poss,team_pts,team_ast,team_reb,team_oreb,team_stl,team_blk,team_tov,team_fouls,team_fgm,team_fga,team_threem,team_threea,team_ftm,team_fta
160,Cole,Bryant,15,WES,Guard,Sophomore,Bethel (CT),United States of America,75,16,49,39,1,21,7,0,1,1,4,14,47,10,32,1,2,3,0,0,0.000,0.000,4,1,2,0.500,0.250,32,10,30,0.938,0.313,34,10,30,0.882,0.294,0.441,10,31,0.323,0.91,8,2,4,0.500,0.250,0.000,0,0,0,0.000,0.000,0.000,1,1,2,2.000,1.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,25,24,0.960,8,25,0.320,0.480,0.320,6,3,0.500,1,6,0.167,0.250,0.000,0.000,0.167,8,3,0.375,1,7,0.143,0.214,0.125,0.000,0.125,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,6,4,0.667,2,6,0.333,0.000,0.000,0.333,22,12,0.545,6,21,0.286,0.286,0.273,0,10,0.000,0.48,19,28,1.474,13,19,0.684,0.684,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
161,Jacob,Pofsky,21,WES,Guard,Sophomore,Agoura Hills (CA),United States of America,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0,1,0.000,1.00,0,0,0.000,0,0,0.000,0.000,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
162,Alex,Justh,22,WES,Guard,Freshman,Brooklyn (NY),United States of America,76,4,6,4,0,6,2,0,0,0,2,1,5,1,4,1,2,1,0,0,0.000,0.000,0,0,0,0.000,0.000,4,1,3,0.750,0.250,3,0,0,0.000,0.000,0.000,0,3,0.000,1.00,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,2,0,0.000,0,2,0.000,0.000,0.000,0.000,0.000,2,3,1.500,1,2,0.500,0.750,0.000,0.000,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,1,1.000,0,0,0.000,0.000,1.000,1.000,4,3,0.750,1,3,0.333,0.333,0.250,0,0,0.000,0.00,3,3,1.000,1,3,0.333,0.333,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
163,Dylan,Ward,24,WES,Guard,Junior,Westport (CT),United States of America,75,2,2,2,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0.000,0.000,0,0,0,0.000,0.000,1,0,0,0.000,0.000,1,0,0,0.000,0.000,0.000,0,1,0.000,1.00,1,1,2,2.000,1.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,2,2.000,1,1,1.000,1.000,1.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0,0,0.000,0.00,0,0,0.000,0,0,0.000,0.000,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
164,Shane,Regan,30,WES,Guard,Sophomore,Larchmont (NY),United States of America,75,17,124,111,26,51,12,6,1,20,23,43,93,6,22,19,26,8,4,8,1.000,0.500,3,2,4,1.333,0.667,22,6,18,0.818,0.273,19,6,17,0.895,0.316,0.447,5,18,0.278,0.95,44,25,52,1.182,0.568,0.091,1,1,2,2.000,1.000,0.000,14,5,10,0.714,0.357,0.000,0,0,0,0.000,0.000,0.000,5,4,0.800,2,4,0.500,0.500,0.200,0.000,0.400,15,11,0.733,4,8,0.500,0.500,0.333,0.133,0.400,1,2,2.000,1,1,1.000,0.000,0.000,1.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,10,9,0.900,2,8,0.250,0.250,0.000,0.300,0.400,54,46,0.852,18,42,0.429,0.476,0.389,2,4,2.000,2,2,1.000,1.000,0.000,0.000,1.000,23,23,1.000,9,16,0.563,0.625,0.174,0.174,0.522,7,6,0.857,3,7,0.429,0.429,0.000,0.000,0.429,3,4,1.333,2,3,0.667,0.000,0.000,0.667,46,28,0.609,10,40,0.250,0.350,0.217,8,19,0.421,0.48,19,16,0.842,8,19,0.421,0.421,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
165,Fritz,Hauser,31,WES,Forward,Freshman,Waterford (VT),United States of America,80,25,127,109,30,72,29,14,4,12,27,42,106,12,38,13,20,5,2,4,0.800,0.400,5,2,4,0.800,0.400,38,12,36,0.947,0.316,40,13,38,0.950,0.325,0.475,12,37,0.324,0.93,53,25,52,0.981,0.472,0.038,5,1,2,0.400,0.200,0.200,1,0,0,0.000,0.000,0.000,1,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,10,9,0.900,4,10,0.400,0.000,0.200,0.400,21,18,0.857,7,21,0.333,0.429,0.000,0.000,0.333,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,34,34,1.000,12,31,0.387,0.516,0.382,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,16,11,0.688,4,13,0.308,0.308,0.000,0.188,0.375,23,20,0.870,9,19,0.474,0.474,0.130,0.043,0.435,12,10,0.833,5,10,0.500,0.000,0.167,0.417,69,51,0.739,19,56,0.339,0.411,0.275,8,23,0.348,0.41,92,89,0.967,41,86,0.477,0.446,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
166,Jared,Langs,32,WES,Forward,Sophomore,Fairview (TX),United States of America,80,24,158,148,13,100,32,6,20,18,31,58,124,4,23,28,35,1,0,0,0.000,0.000,1,0,0,0.000,0.000,23,4,12,0.522,0.174,24,4,12,0.500,0.167,0.250,4,22,0.182,0.92,87,51,106,1.218,0.586,0.046,5,1,2,0.400,0.200,0.000,3,0,0,0.000,0.000,0.000,3,3,7,2.333,1.000,0.333,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,26,17,0.654,7,18,0.389,0.231,0.077,0.346,23,25,1.087,8,19,0.421,0.474,0.043,0.174,0.478,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,18,9,0.500,3,15,0.200,0.267,0.222,2,2,1.000,0,1,0.000,0.000,0.000,0.500,0.500,24,31,1.292,12,18,0.667,0.667,0.083,0.208,0.625,39,41,1.051,18,32,0.563,0.563,0.103,0.128,0.538,21,22,1.048,10,19,0.526,0.048,0.048,0.524,34,22,0.647,7,25,0.280,0.320,0.206,2,9,0.222,0.36,95,83,0.874,39,89,0.438,0.411,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
167,Michael,Astorino,33,WES,Guard,Freshman,Upper Dublin (PA),United States of America,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,3,2,0.667,1,2,0.500,0.333,0.000,0.333,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,0,0.000,0,3,0.000,0.000,0.000,0.000,0.000,19,12,0.632,4,14,0.286,0.393,0.263,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0.00,0,0,0.000,0,0,0.000,0.000,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
168,David,"Elien, Jr.",1,WIL,Center,Senior,Chapel Hill (NC),United States of America,83,0,9,9,1,9,1,1,1,1,2,3,6,0,0,2,4,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,4,2,4,1.000,0.500,0.000,1,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,1,1,2,2.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,2,1.000,1,1,1.000,0.000,0.500,0.500,3,0,0.000,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,4,1.333,2,2,1.000,1.000,0.333,0.000,0.667,0,0,0.000,0,0,0.000,0.000,0.000,0.000,5,6,1.200,2,5,0.400,0.600,0.400,2,2,1.000,0.40,3,0,0.000,0,3,0.000,0.000,Williams College,Ephs,Kevin App,24,5,7,3,29,2018,713,1492,244,611,345,479,0.478,0.399,0.720,0.560,0.150,0.41,Williams College,Ephs,Kevin App,24,5,7,3,296,2018,2117,369,885,121,152,127,303,341,713,1492,244,611,345,479
169,Ryan,Moon,2,WIL,Guard,Senior,Greensboro (NC),United States of America,71,13,13,13,5,5,2,1,0,3,2,6,9,0,1,1,3,0,0,0,0.000,0.000,0,0,0,0.000,0.000,5,3,9,1.800,0.600,5,3,9,1.800,0.600,0.900,3,5,0.600,1.00,2,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,4,1.333,0,0,0.000,0.000,0.000,1.000,1.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,4,6,1.500,2,4,0.500,0.750,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,4,4,1.000,1,3,0.333,0.500,0.000,0.250,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,13,7,0.538,3,12,0.250,0.292,0.231,1,3,0.333,0.25,6,6,1.000,2,5,0.400,0.333,Williams College,Ephs,Kevin App,24,5,7,3,29,2018,713,1492,244,611,345,479,0.478,0.399,0.720,0.560,0.150,0.41,Williams College,Ephs,Kevin App,24,5,7,3,296,2018,2117,369,885,121,152,127,303,341,713,1492,244,611,345,479
170,Cole,Prowitt-Smith,3,WIL,Guard,Junior,Fairfield (CT),United States of America,76,26,293,292,35,106,9,17,7,44,36,99,208,35,82,59,82,22,10,20,0.909,0.455,1,1,0,0.000,1.000,82,35,105,1.280,0.427,66,30,89,1.348,0.455,0.674,29,64,0.453,0.97,90,49,101,1.122,0.544,0.033,0,0,0,0.000,0.000,0.000,6,3,6,1.000,0.500,0.000,0,0,0,0.000,0.000,0.000,34,30,0.882,10,22,0.455,0.500,0.147,0.206,0.441,57,50,0.877,17,43,0.395,0.419,0.123,0.175,0.421,5,2,0.400,1,3,0.333,0.400,0.000,0.200,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,25,22,0.880,8,20,0.400,0.500,0.160,0.040,0.360,73,88,1.205,30,57,0.526,0.702,0.479,8,7,0.875,3,7,0.429,0.500,0.125,0.000,0.375,51,55,1.078,21,40,0.525,0.600,0.098,0.118,0.510,16,22,1.375,7,8,0.875,0.875,0.188,0.313,0.750,6,5,0.833,1,4,0.250,0.000,0.333,0.500,132,77,0.583,29,105,0.276,0.329,0.220,11,50,0.220,0.48,32,27,0.844,11,29,0.379,0.344,Williams College,Ephs,Kevin App,24,5,7,3,29,2018,713,1492,244,611,345,479,0.478,0.399,0.720,0.560,0.150,0.41,Williams College,Ephs,Kevin App,24,5,7,3,296,2018,2117,369,885,121,152,127,303,341,713,1492,244,611,345,479
171,Dan,Lee,4,WIL,Guard,Junior,Dublin (OH),United States of America,73,9,6,6,2,2,1,0,0,1,3,1,3,1,2,2,3,0,0,0,0.000,0.000,0,0,0,0.000,0.000,2,1,3,1.500,0.500,3,1,3,1.000,0.333,0.500,1,2,0.500,0.67,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,0.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,3,1.000,1,2,0.500,0.750,0.333,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,7,6,0.857,1,5,0.200,0.200,0.143,0,4,0.000,0.80,0,0,0.000,0,0,0.000,0.000,Williams College,Ephs,Kevin App,24,5,7,3,29,2018,713,1492,244,611,345,479,0.478,0.399,0.720,0.560,0.150,0.41,Williams College,Ephs,Kevin App,24,5,7,3,296,2018,2117,369,885,121,152,127,303,341,713,1492,244,611,345,479
172,Brandon,Arnold,5,WIL,Center,Junior,Zebulon (NC),United States of America,79,23,50,50,12,76,15,12,12,10,33,13,34,0,5,6,12,0,0,0,0.000,0.000,0,0,0,0.000,0.000,5,0,0,0.000,0.000,5,0,0,0.000,0.000,0.000,0,5,0.000,1.00,26,12,25,0.962,0.462,0.038,2,1,2,1.000,0.500,0.000,1,0,0,0.000,0.000,0.000,2,2,4,2.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,4,4,1.000,2,3,0.667,0.000,0.250,0.500,6,5,0.833,2,5,0.400,0.400,0.000,0.333,0.333,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,5,0,0.000,0,5,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,5,4,0.800,2,3,0.667,0.667,0.400,0.000,0.400,17,11,0.647,5,11,0.455,0.455,0.235,0.118,0.353,10,8,0.800,2,7,0.286,0.100,0.200,0.400,19,17,0.895,6,18,0.333,0.444,0.316,4,9,0.444,0.50,49,39,0.796,17,42,0.405,0.347,Williams College,Ephs,Kevin App,24,5,7,3,29,2018,713,1492,244,611,345,479,0.478,0.399,0.720,0.560,0.150,0.41,Williams College,Ephs,Kevin App,24,5,7,3,296,2018,2117,369,885,121,152,127,303,341,713,1492,244,611,345,479
173,Nate,Karren,10,WIL,Center,Junior,Sacramento (CA),United States of America,81,28,343,360,84,175,18,22,41,55,65,129,259,42,93,60,63,3,1,2,0.667,0.333,0,0,0,0.000,0.000,93,42,126,1.355,0.452,86,41,123,1.430,0.477,0.715,41,86,0.477,1.00,69,37,77,1.116,0.536,0.043,71,34,68,0.958,0.479,0.000,20,11,22,1.100,0.550,0.000,0,0,0,0.000,0.000,0.000,8,12,1.500,5,6,0.833,0.833,0.125,0.125,0.750,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,84,86,1.024,33,64,0.516,0.107,0.131,0.524,41,54,1.317,20,38,0.526,0.697,0.073,0.024,0.488,6,0,0.000,0,4,0.000,0.000,0.333,0.000,0.000,86,98,1.140,34,76,0.447,0.605,0.430,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,23,25,1.087,9,18,0.500,0.639,0.174,0.043,0.435,50,61,1.220,26,42,0.619,0.619,0.080,0.120,0.600,10,6,0.600,2,8,0.250,0.100,0.100,0.300,84,65,0.774,25,72,0.347,0.410,0.298,9,38,0.237,0.53,120,95,0.792,44,95,0.463,0.367,Williams College,Ephs,Kevin App,24,5,7,3,29,2018,713,1492,244,611,345,479,0.478,0.399,0.720,0.560,0.150,0.41,Williams College,Ephs,Kevin App,24,5,7,3,296,2018,2117,369,885,121,152,127,303,341,713,1492,244,611,345,479
174,Spencer,Spivy,11,WIL,Guard,Senior,San Francisco (CA),United States of America,78,26,309,349,55,135,16,33,18,38,43,120,225,38,94,71,101,3,0,0,0.000,0.000,1,1,2,2.000,1.000,94,38,115,1.223,0.404,88,37,111,1.261,0.420,0.625,36,87,0.414,0.99,114,73,151,1.325,0.640,0.079,0,0,0,0.000,0.000,0.000,14,8,16,1.143,0.571,0.071,3,3,6,2.000,1.000,0.000,7,4,0.571,0,5,0.000,0.000,0.000,0.286,0.286,30,38,1.267,18,22,0.818,0.818,0.200,0.100,0.633,5,2,0.400,1,4,0.250,0.200,0.000,0.200,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,27,29,1.074,8,19,0.421,0.474,0.037,0.296,0.556,112,138,1.232,44,95,0.463,0.632,0.455,9,7,0.778,2,7,0.286,0.286,0.000,0.333,0.444,58,68,1.172,28,40,0.700,0.738,0.190,0.155,0.586,28,38,1.357,14,20,0.700,0.700,0.036,0.250,0.750,10,8,0.800,3,9,0.333,0.000,0.100,0.400,159,128,0.805,52,132,0.394,0.462,0.327,18,51,0.353,0.39,57,47,0.825,23,54,0.426,0.404,Williams College,Ephs,Kevin App,24,5,7,3,29,2018,713,1492,244,611,345,479,0.478,0.399,0.720,0.560,0.150,0.41,Williams College,Ephs,Kevin App,24,5,7,3,296,2018,2117,369,885,121,152,127,303,341,713,1492,244,611,345,479
175,Brandon,Roughley,12,WIL,Forward,Sophomore,Dalton (MA),United States of America,80,16,100,100,14,34,8,7,10,19,28,36,72,3,14,17,20,3,2,4,1.333,0.667,6,6,4,0.667,1.000,14,3,9,0.643,0.214,14,3,9,0.643,0.214,0.321,3,14,0.214,1.00,40,25,52,1.300,0.625,0.050,8,4,8,1.000,0.500,0.000,3,1,2,0.667,0.333,0.000,2,2,4,2.000,1.000,0.000,3,6,2.000,2,2,1.000,1.000,0.000,0.333,1.000,1,1,1.000,0,0,0.000,0.000,0.000,1.000,1.000,19,19,1.000,9,17,0.529,0.105,0.053,0.474,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,33,21,0.636,7,24,0.292,0.354,0.303,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,10,10,1.000,3,5,0.600,0.600,0.300,0.200,0.500,20,22,1.100,11,17,0.647,0.647,0.150,0.000,0.550,6,8,1.333,2,4,0.500,0.000,0.333,0.667,39,30,0.769,10,33,0.303,0.379,0.256,5,18,0.278,0.55,23,10,0.435,5,18,0.278,0.217,Williams College,Ephs,Kevin App,24,5,7,3,29,2018,713,1492,244,611,345,479,0.478,0.399,0.720,0.560,0.150,0.41,Williams College,Ephs,Kevin App,24,5,7,3,296,2018,2117,369,885,121,152,127,303,341,713,1492,244,611,345,479
176,Noah,Dinkins,14,WIL,Forward,Sophomore,Chapel Hill (NC),United States of America,76,16,28,28,4,8,0,2,0,6,12,6,15,1,3,7,13,0,0,0,0.000,0.000,0,0,0,0.000,0.000,3,1,3,1.000,0.333,3,1,3,1.000,0.333,0.500,1,3,0.333,1.00,12,5,10,0.833,0.417,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,2,1,0.500,0,1,0.000,0.000,0.500,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,1,0.333,0,2,0.000,0.000,0.000,0.333,0.333,12,12,1.000,5,8,0.625,0.688,0.500,4,2,0.500,0,2,0.000,0.000,0.250,0.250,0.250,3,0,0.000,0,1,0.000,0.000,0.333,0.333,0.000,1,1,1.000,0,0,0.000,0.000,0.000,1.000,1.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,12,6,0.500,2,10,0.200,0.300,0.167,2,4,0.500,0.40,10,6,0.600,2,9,0.222,0.200,Williams College,Ephs,Kevin App,24,5,7,3,29,2018,713,1492,244,611,345,479,0.478,0.399,0.720,0.560,0.150,0.41,Williams College,Ephs,Kevin App,24,5,7,3,296,2018,2117,369,885,121,152,127,303,341,713,1492,244,611,345,479
