id,first_name,last_name,number,team_id,position,class,from,country,height_in,games,poss,pts,ast,reb,oreb,stl,blk,to,fouls,fgm,fga,threem,threea,ftm,fta,sj_poss,sj_fgm,sj_pts,sj_ppp,sj_pct,mj_poss,mj_fgm,mj_pts,mj_ppp,mj_pct,three_poss,three_fgm,three_pts,three_ppp,three_pct,cs_poss,cs_fgm,cs_pts,cs_ppp,cs_pct,cs_efg,cs_three_fgm,cs_three_fga,cs_three_pct,cs_three_per_fga,rim_poss,rim_fgm,rim_pts,rim_ppp,rim_pct,rim_ft_pct,hook_poss,hooks_fgm,hook_pts,hooks_ppp,hooks_fg_pct,hooks_ft_pct,run_poss,run_fgm,run_pts,run_ppp,run_fg_pct,run_ft_pct,dunk_poss,dunk_fgm,dunk_pts,dunk_ppp,dunk_fg_pct,dunk_ft_pct,iso_poss,iso_pts,iso_ppp,iso_fgm,iso_fga,iso_fg_pct,iso_efg,iso_to,iso_ft,iso_score,prb_poss,prb_pts,prb_ppp,prb_fgm,prb_fga,prb_fg,prb_efg,prb_to,prb_ft,prb_score,post_poss,post_pts,post_ppp,post_fgm,post_fga,post_fg,post_to,post_ft,post_score,roll_poss,roll_pts,roll_ppp,roll_fgm,roll_fga,roll_fg,roll_efg,roll_to,roll_ft,roll_score,ho_poss,ho_pts,ho_ppp,ho_fgm,ho_fga,ho_fg,ho_efg,ho_to,ho_ft,ho_score,su_poss,su_pts,su_ppp,su_fgm,su_fga,su_fg,su_efg,su_score,os_poss,os_pts,os_ppp,os_fgm,os_fga,os_fg,os_efg,os_to,os_ft,os_score,trans_poss,trans_pts,trans_ppp,trans_fgm,trans_fga,trans_fg,trans_efg,trans_to,trans_ft,trans_score,cut_poss,cut_pts,cut_ppp,cut_fgm,cut_fga,cut_fg,cut_efg,cut_to,cut_ft,cut_score,pb_poss,pb_pts,pb_ppp,pb_fgm,pb_fga,pb_fg,pb_to,pb_ft,pb_score,pd_poss,pd_pts,pd_ppp,pd_fgm,pd_fga,pd_fg_pct,pd_efg_pct,pd_score_pct,pd_threefgm,pd_threefga,pd_threepct,pd_three_per_fg,intd_poss,intd_pts,intd_ppp,intd_fgm,intd_fga,intd_fg,intd_score_pct,school,team_name,coach_name,wins,losses,nescac_wins,nescac_losses,games,poss,fgm,fga,three_fgm,three_fga,ftm,fta,fg_pct,three_fg_pct,ft_pct,efg,to_pct,three_per_fga,school,team_name,coach_name,wins,losses,nescac_wins,nescac_losses,games,team_poss,team_pts,team_ast,team_reb,team_oreb,team_stl,team_blk,team_tov,team_fouls,team_fgm,team_fga,team_threem,team_threea,team_ftm,team_fta
143,Bobby,Stewart,21,TUF,Forward,Sophomore,Boca Raton (FL),United States of America,80,27,126,126,53,95,20,8,8,41,42,36,74,0,1,11,21,3,2,4,1.333,0.667,0,0,0,0.000,0.000,1,0,0,0.000,0.000,2,0,0,0.000,0.000,0.000,0,1,0.000,0.50,52,27,54,1.038,0.519,0.000,3,2,4,1.333,0.667,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,22,17,0.773,7,14,0.500,0.273,0.091,0.409,18,14,0.778,6,12,0.500,0.500,0.222,0.111,0.389,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,6,2,0.333,1,2,0.500,0.500,0.167,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,7,4,0.571,2,5,0.400,0.400,0.143,0.143,0.286,40,30,0.750,13,27,0.481,0.481,0.225,0.100,0.400,14,14,1.000,7,13,0.538,0.071,0.000,0.500,42,42,1.000,17,39,0.436,0.513,0.405,6,18,0.333,0.46,81,84,1.037,37,71,0.521,0.457,Tufts University,Jumbos,Brandon Linton,20,8,6,4,28,2312,804,1751,219,637,284,424,0.459,0.344,0.670,0.522,0.159,0.36,Tufts University,Jumbos,Brandon Linton,20,8,6,4,343,2274,2370,465,1009,245,190,87,368,459,804,1751,219,637,284,424
144,Casey,McLaren,22,TUF,Forward,Junior,Newburyport (MA),United States of America,78,26,130,130,12,55,11,12,8,16,33,44,111,26,75,3,8,8,0,0,0.000,0.000,2,0,0,0.000,0.000,75,26,78,1.040,0.347,65,22,66,1.015,0.338,0.508,22,64,0.344,0.98,23,16,32,1.391,0.696,0.087,0,0,0,0.000,0.000,0.000,1,1,2,2.000,1.000,0.000,3,3,6,2.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,6,2,0.333,1,4,0.250,0.250,0.333,0.000,0.167,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,6,3,0.500,1,6,0.167,0.250,0.000,0.000,0.167,64,59,0.922,20,60,0.333,0.492,0.313,1,3,3.000,1,1,1.000,1.500,0.000,0.000,1.000,28,26,0.929,11,26,0.423,0.500,0.071,0.036,0.393,9,13,1.444,6,8,0.750,0.750,0.000,0.222,0.778,6,7,1.167,3,5,0.600,0.000,0.167,0.667,64,41,0.641,14,54,0.259,0.315,0.219,6,25,0.240,0.46,31,10,0.323,4,27,0.148,0.129,Tufts University,Jumbos,Brandon Linton,20,8,6,4,28,2312,804,1751,219,637,284,424,0.459,0.344,0.670,0.522,0.159,0.36,Tufts University,Jumbos,Brandon Linton,20,8,6,4,343,2274,2370,465,1009,245,190,87,368,459,804,1751,219,637,284,424
145,Kris,Bortz,24,TUF,Forward,Senior,Alamo (CA),United States of America,80,11,20,20,5,17,4,2,1,5,14,8,14,0,0,1,2,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,12,8,16,1.333,0.667,0.000,1,0,0,0.000,0.000,0.000,1,0,0,0.000,0.000,0.000,1,1,2,2.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,0,0.000,0,1,0.000,0.500,0.000,0.000,2,2,1.000,1,1,1.000,1.000,0.500,0.000,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,5,5,1.000,2,3,0.667,0.667,0.200,0.200,0.600,6,6,1.000,3,6,0.500,0.500,0.000,0.000,0.500,3,4,1.333,2,3,0.667,0.000,0.000,0.667,9,5,0.556,2,9,0.222,0.278,0.222,1,5,0.200,0.56,3,4,1.333,2,3,0.667,0.667,Tufts University,Jumbos,Brandon Linton,20,8,6,4,28,2312,804,1751,219,637,284,424,0.459,0.344,0.670,0.522,0.159,0.36,Tufts University,Jumbos,Brandon Linton,20,8,6,4,343,2274,2370,465,1009,245,190,87,368,459,804,1751,219,637,284,424
146,Trumann,Gettings,25,TUF,Center,Sophomore,Studio CIty (CA),United States of America,80,28,275,275,35,134,47,22,10,53,54,102,197,1,8,21,52,7,2,4,0.571,0.286,1,0,0,0.000,0.000,8,1,3,0.375,0.125,9,1,3,0.333,0.111,0.167,1,8,0.125,0.89,136,75,150,1.103,0.551,0.015,24,9,18,0.750,0.375,0.000,8,6,12,1.500,0.750,0.000,12,9,18,1.500,0.750,0.000,1,1,1.000,0,0,0.000,0.000,0.000,1.000,1.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,56,43,0.768,20,42,0.476,0.179,0.071,0.393,24,15,0.625,6,20,0.300,0.300,0.042,0.125,0.375,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,47,27,0.574,12,30,0.400,0.417,0.298,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,20,19,0.950,8,14,0.571,0.571,0.150,0.150,0.550,82,88,1.073,42,67,0.627,0.627,0.134,0.049,0.549,27,28,1.037,13,20,0.650,0.148,0.148,0.556,119,89,0.748,31,103,0.301,0.379,0.261,16,50,0.320,0.49,72,63,0.875,29,58,0.500,0.403,Tufts University,Jumbos,Brandon Linton,20,8,6,4,28,2312,804,1751,219,637,284,424,0.459,0.344,0.670,0.522,0.159,0.36,Tufts University,Jumbos,Brandon Linton,20,8,6,4,343,2274,2370,465,1009,245,190,87,368,459,804,1751,219,637,284,424
147,Joshua,Bernstein,31,TUF,Center,Freshman,Miami (FL),United States of America,83,23,118,118,12,99,39,5,32,19,43,52,84,0,0,20,34,1,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,73,47,95,1.301,0.644,0.041,7,3,6,0.857,0.429,0.000,0,0,0,0.000,0.000,0.000,9,9,18,2.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,32,27,0.844,11,22,0.500,0.219,0.156,0.406,11,10,0.909,5,11,0.455,0.455,0.000,0.000,0.455,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,2,1.000,0,0,0.000,0.000,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,12,18,1.500,8,9,0.889,0.889,0.083,0.167,0.833,22,30,1.364,12,16,0.750,0.750,0.091,0.273,0.727,29,34,1.172,15,25,0.600,0.034,0.103,0.586,48,34,0.708,11,37,0.297,0.351,0.229,4,21,0.190,0.57,48,38,0.792,17,39,0.436,0.354,Tufts University,Jumbos,Brandon Linton,20,8,6,4,28,2312,804,1751,219,637,284,424,0.459,0.344,0.670,0.522,0.159,0.36,Tufts University,Jumbos,Brandon Linton,20,8,6,4,343,2274,2370,465,1009,245,190,87,368,459,804,1751,219,637,284,424
148,Theo,Liu,33,TUF,Guard,Freshman,Excelsior (MI),United States of America,77,6,12,12,3,5,2,1,1,1,0,5,10,0,3,0,2,1,0,0,0.000,0.000,1,0,0,0.000,0.000,3,0,0,0.000,0.000,3,0,0,0.000,0.000,0.000,0,3,0.000,1.00,5,5,10,2.000,1.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,1,1,2,2.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,5,0,0.000,0,5,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,4,1.333,2,2,1.000,1.000,0.000,0.333,0.667,2,4,2.000,2,2,1.000,1.000,0.000,0.000,1.000,1,2,2.000,1,1,1.000,0.000,0.000,1.000,2,3,1.500,1,1,1.000,1.000,0.500,0,0,0.000,0.00,1,0,0.000,0,1,0.000,0.000,Tufts University,Jumbos,Brandon Linton,20,8,6,4,28,2312,804,1751,219,637,284,424,0.459,0.344,0.670,0.522,0.159,0.36,Tufts University,Jumbos,Brandon Linton,20,8,6,4,343,2274,2370,465,1009,245,190,87,368,459,804,1751,219,637,284,424
149,Gabe,Ravetz,0,WES,Guard,Senior,New York (NY),United States of America,76,25,386,382,19,116,16,26,6,42,51,133,312,68,178,48,76,47,21,42,0.894,0.447,6,2,4,0.667,0.333,178,68,205,1.152,0.382,114,45,133,1.167,0.395,0.583,43,111,0.387,0.97,55,32,67,1.218,0.582,0.091,2,1,2,1.000,0.500,0.000,6,1,2,0.333,0.167,0.000,0,0,0,0.000,0.000,0.000,30,25,0.833,12,28,0.429,0.446,0.067,0.000,0.400,32,27,0.844,10,28,0.357,0.411,0.063,0.063,0.375,25,17,0.680,7,20,0.350,0.120,0.120,0.320,3,6,2.000,2,3,0.667,1.000,0.000,0.000,0.667,29,21,0.724,9,25,0.360,0.420,0.138,0.034,0.310,109,115,1.055,41,102,0.402,0.544,0.394,31,39,1.258,14,29,0.483,0.655,0.000,0.065,0.484,81,82,1.012,25,57,0.439,0.614,0.198,0.123,0.383,16,18,1.125,8,13,0.615,0.615,0.000,0.250,0.563,6,8,1.333,3,5,0.600,0.000,0.333,0.667,149,123,0.826,43,131,0.328,0.420,0.289,24,75,0.320,0.57,79,66,0.835,32,74,0.432,0.405,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
150,Shackylle,Dezonie,1,WES,Guard,Senior,Tobyhanna (PA),United States of America,77,24,278,237,48,162,43,13,8,36,36,105,225,7,34,20,34,46,22,44,0.957,0.478,15,5,10,0.667,0.333,34,7,21,0.618,0.206,36,7,21,0.583,0.194,0.292,7,34,0.206,0.94,90,56,113,1.256,0.622,0.022,9,3,6,0.667,0.333,0.000,13,5,10,0.769,0.385,0.000,1,1,2,2.000,1.000,0.000,11,14,1.273,7,10,0.700,0.700,0.091,0.000,0.636,14,10,0.714,5,13,0.385,0.385,0.071,0.000,0.357,25,14,0.560,6,18,0.333,0.200,0.080,0.320,5,8,1.600,4,5,0.800,0.800,0.000,0.000,0.800,10,4,0.400,2,9,0.222,0.222,0.100,0.000,0.200,81,63,0.778,26,70,0.371,0.414,0.358,3,2,0.667,1,3,0.333,0.333,0.000,0.000,0.333,39,40,1.026,19,33,0.576,0.591,0.128,0.051,0.487,52,52,1.000,24,41,0.585,0.585,0.135,0.096,0.519,20,21,1.050,9,18,0.500,0.000,0.100,0.550,122,112,0.918,45,108,0.417,0.500,0.369,18,48,0.375,0.44,65,67,1.031,32,59,0.542,0.492,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
151,Nakial,Cross,2,WES,Guard,Sophomore,San Diego (CA),United States of America,78,8,51,37,3,18,7,1,1,12,13,16,37,3,12,2,4,1,0,0,0.000,0.000,1,0,0,0.000,0.000,12,3,9,0.750,0.250,12,3,9,0.750,0.250,0.375,3,12,0.250,1.00,20,13,27,1.350,0.650,0.050,0,0,0,0.000,0.000,0.000,1,0,0,0.000,0.000,0.000,2,2,4,2.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,11,9,0.818,4,6,0.667,0.667,0.455,0.091,0.364,5,4,0.800,2,4,0.500,0.500,0.200,0.000,0.400,8,8,1.000,4,7,0.571,0.000,0.125,0.500,26,20,0.769,8,22,0.364,0.432,0.308,3,9,0.333,0.41,12,8,0.667,4,10,0.400,0.333,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
152,Nicky,Johnson,3,WES,Guard,Sophomore,Lexington (MA),United States of America,70,25,422,354,153,150,36,51,0,66,61,132,318,33,105,57,78,32,13,27,0.844,0.406,31,11,22,0.710,0.355,105,33,100,0.952,0.314,47,16,47,1.000,0.340,0.500,15,46,0.326,0.98,118,60,123,1.042,0.508,0.042,3,1,2,0.667,0.333,0.000,28,14,28,1.000,0.500,0.000,0,0,0,0.000,0.000,0.000,18,16,0.889,7,14,0.500,0.500,0.167,0.056,0.444,145,111,0.766,45,122,0.369,0.406,0.103,0.069,0.352,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,24,20,0.833,8,19,0.421,0.474,0.167,0.083,0.375,78,70,0.897,25,69,0.362,0.471,0.346,7,5,0.714,2,6,0.333,0.417,0.143,0.000,0.286,84,81,0.964,32,63,0.508,0.556,0.167,0.083,0.464,9,12,1.333,6,9,0.667,0.667,0.000,0.000,0.667,14,13,0.929,5,9,0.556,0.214,0.214,0.500,149,129,0.866,45,118,0.381,0.496,0.302,27,63,0.429,0.53,72,67,0.931,26,62,0.419,0.361,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
153,Steven,Johnson,4,WES,Forward,Senior,Brooklyn (NY),United States of America,80,14,43,38,6,41,11,4,7,8,15,15,27,0,0,8,16,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,21,11,22,1.048,0.524,0.048,6,4,8,1.333,0.667,0.000,0,0,0,0.000,0.000,0.000,2,2,4,2.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,11,8,0.727,4,8,0.500,0.273,0.091,0.364,5,3,0.600,1,3,0.333,0.333,0.000,0.400,0.400,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,0,0.000,0,1,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,13,15,1.154,6,9,0.667,0.667,0.077,0.231,0.615,8,12,1.500,4,6,0.667,0.000,0.250,0.750,27,29,1.074,10,25,0.400,0.520,0.370,6,11,0.545,0.44,25,26,1.040,13,22,0.591,0.520,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
154,Gabe,Millstein,5,WES,Guard,Senior,Ridgewood (NJ),United States of America,72,25,68,33,21,38,7,8,1,15,25,11,49,6,36,5,8,3,0,0,0.000,0.000,0,0,0,0.000,0.000,36,6,18,0.500,0.167,34,6,18,0.529,0.176,0.265,6,34,0.176,1.00,9,5,10,1.111,0.556,0.000,0,0,0,0.000,0.000,0.000,1,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,6,2,0.333,1,3,0.333,0.333,0.500,0.000,0.167,0,0,0.000,0,0,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,3,0,0.000,0,3,0.000,0.000,0.000,0.000,0.000,28,17,0.607,6,25,0.240,0.340,0.214,9,3,0.333,1,8,0.125,0.188,0.111,0.000,0.111,6,2,0.333,1,4,0.250,0.250,0.333,0.000,0.167,2,1,0.500,0,1,0.000,0.000,0.000,0.500,0.500,2,3,1.500,1,1,1.000,0.000,0.500,1.000,73,48,0.658,20,68,0.294,0.331,0.274,5,31,0.161,0.46,26,32,1.231,15,24,0.625,0.577,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
155,Olu,Oladitan,10,WES,Forward,Junior,Brooklyn (NY),United States of America,80,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,1.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,0.000,1.000,0.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,1,2,2.000,1,1,1.000,1.000,1.000,0,0,0.000,0.00,2,2,1.000,1,2,0.500,0.500,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
156,Preston,Maccoux,11,WES,Forward,Senior,Big Bend (WI),United States of America,77,21,327,319,60,120,28,17,12,38,26,106,252,40,126,67,85,2,1,2,1.000,0.500,1,0,0,0.000,0.000,126,40,120,0.952,0.317,117,37,111,0.949,0.316,0.474,37,117,0.316,1.00,88,49,103,1.170,0.557,0.091,20,11,23,1.150,0.550,0.050,15,5,10,0.667,0.333,0.000,0,0,0,0.000,0.000,0.000,6,4,0.667,1,3,0.333,0.333,0.167,0.333,0.500,20,17,0.850,5,12,0.417,0.458,0.200,0.250,0.450,46,58,1.261,19,32,0.594,0.087,0.261,0.630,3,0,0.000,0,3,0.000,0.000,0.000,0.000,0.000,11,13,1.182,4,9,0.444,0.611,0.091,0.091,0.455,109,101,0.927,38,98,0.388,0.495,0.358,24,17,0.708,6,23,0.261,0.304,0.000,0.042,0.292,51,58,1.137,22,43,0.512,0.663,0.157,0.020,0.431,18,16,0.889,7,15,0.467,0.467,0.111,0.111,0.444,14,9,0.643,3,10,0.300,0.071,0.214,0.357,131,134,1.023,47,113,0.416,0.549,0.359,30,56,0.536,0.50,72,52,0.722,25,68,0.368,0.347,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
157,Sam,Pohlman,12,WES,Guard,Freshman,New York (NY),United States of America,74,12,58,38,11,25,7,7,0,15,11,14,35,0,7,10,16,3,0,0,0.000,0.000,0,0,0,0.000,0.000,7,0,0,0.000,0.000,7,0,0,0.000,0.000,0.000,0,7,0.000,1.00,25,14,28,1.120,0.560,0.040,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,2,2,1.000,1,2,0.500,0.500,0.000,0.000,0.500,5,2,0.400,1,2,0.500,0.500,0.600,0.000,0.200,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,14,2,0.143,1,9,0.111,0.111,0.071,2,0,0.000,0,1,0.000,0.000,0.500,0.000,0.000,13,7,0.538,2,8,0.250,0.250,0.154,0.231,0.308,12,19,1.583,7,9,0.778,0.778,0.000,0.333,0.833,3,4,1.333,2,3,0.667,0.000,0.000,0.667,18,14,0.778,4,11,0.364,0.455,0.222,2,3,0.667,0.27,11,6,0.545,3,11,0.273,0.273,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
158,Philip,Park,13,WES,Guard,Sophomore,Wayne (NJ),United States of America,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0.00,0,0,0.000,0,0,0.000,0.000,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
159,Jackson,Cormier,14,WES,Guard,Freshman,Houston (TX),United States of America,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0.00,0,0,0.000,0,0,0.000,0.000,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,26,2102,691,1632,190,618,279,404,0.423,0.307,0.691,0.482,0.136,0.38,Wesleyan University (CT),Cardinals,Joe Reilly,16,10,7,3,245,2102,1851,392,922,237,153,61,285,325,691,1632,190,618,279,404
